County_FIPS,County,State,Hispanic-2022-inactivity %
48415,Scurry County,Texas,42.86
6077,San Joaquin County,California,43.08
8089,Otero County,Colorado,43.34
48021,Bastrop County,Texas,43.4
48165,Gaines County,Texas,43.43
53025,Grant County,Washington,43.58
8101,Pueblo County,Colorado,43.92
48481,Wharton County,Texas,44.12
12049,Hardee County,Florida,44.25
51685,Manassas Park City,Virginia,44.3
34031,Passaic County,New Jersey,44.33
48305,Lynn County,Texas,44.46
6111,Ventura County,California,44.46
8105,Rio Grande County,Colorado,44.49
35021,Harding County,New Mexico,44.59
48201,Harris County,Texas,44.59
6021,Glenn County,California,44.6
35011,De Baca County,New Mexico,44.89
35041,Roosevelt County,New Mexico,44.9
48311,Mcmullen County,Texas,45.14
48321,Matagorda County,Texas,45.47
48043,Brewster County,Texas,45.48
35057,Torrance County,New Mexico,45.52
48227,Howard County,Texas,45.53
35009,Curry County,New Mexico,45.57
48449,Titus County,Texas,45.78
48421,Sherman County,Texas,46.02
35037,Quay County,New Mexico,46.51
31037,Colfax County,Nebraska,47.02
48437,Swisher County,Texas,47.09
6083,Santa Barbara County,California,47.45
35007,Colfax County,New Mexico,48.73
4011,Greenlee County,Arizona,48.79
48329,Midland County,Texas,48.91
8003,Alamosa County,Colorado,48.99
40139,Texas County,Oklahoma,49.03
6037,Los Angeles County,California,49.03
48469,Victoria County,Texas,49.28
48111,Dallam County,Texas,49.43
48317,Martin County,Texas,49.65
35017,Grant County,New Mexico,49.82
8021,Conejos County,Colorado,50.11
48195,Hansford County,Texas,50.13
6099,Stanislaus County,California,50.32
35049,Santa Fe County,New Mexico,50.34
35053,Socorro County,New Mexico,50.44
48057,Calhoun County,Texas,50.53
35001,Bernalillo County,New Mexico,50.91
20067,Grant County,Kansas,50.92
48219,Hockley County,Texas,51.13
6065,Riverside County,California,52.03
20055,Finney County,Kansas,52.31
53077,Yakima County,Washington,52.6
48391,Refugio County,Texas,52.61
35015,Eddy County,New Mexico,52.65
48177,Gonzales County,Texas,52.81
48137,Edwards County,Texas,53.31
48325,Medina County,Texas,53.67
48443,Terrell County,Texas,54.4
53021,Franklin County,Washington,54.82
6019,Fresno County,California,54.99
48413,Schleicher County,Texas,55.2
48169,Garza County,Texas,55.38
48461,Upton County,Texas,55.62
6071,San Bernardino County,California,56.23
35055,Taos County,New Mexico,56.28
48055,Caldwell County,Texas,56.37
36005,Bronx County,New York,56.58
48255,Karnes County,Texas,56.65
6029,Kern County,California,56.75
12097,Osceola County,Florida,56.78
48475,Ward County,Texas,57.1
6031,Kings County,California,57.29
48107,Crosby County,Texas,57.58
48357,Ochiltree County,Texas,57.6
48279,Lamb County,Texas,57.96
20057,Ford County,Kansas,57.97
8023,Costilla County,Colorado,58.01
48445,Terry County,Texas,58.21
12051,Hendry County,Florida,58.42
48409,San Patricio County,Texas,58.69
48115,Dawson County,Texas,58.94
35023,Hidalgo County,New Mexico,59.21
48003,Andrews County,Texas,59.32
48153,Floyd County,Texas,59.64
48025,Bee County,Texas,60.19
48341,Moore County,Texas,60.23
35005,Chaves County,New Mexico,60.36
48079,Cochran County,Texas,60.49
6053,Monterey County,California,60.82
6039,Madera County,California,60.84
48029,Bexar County,Texas,61.28
35061,Valencia County,New Mexico,61.62
6011,Colusa County,California,61.73
6069,San Benito County,California,62.45
48271,Kinney County,Texas,62.53
48189,Hale County,Texas,62.91
6047,Merced County,California,63.2
35025,Lea County,New Mexico,63.3
48495,Winkler County,Texas,64.18
48017,Bailey County,Texas,65.05
53001,Adams County,Washington,65.35
48355,Nueces County,Texas,65.44
48135,Ector County,Texas,65.67
48369,Parmer County,Texas,65.83
48435,Sutton County,Texas,65.93
4027,Yuma County,Arizona,66.13
20175,Seward County,Kansas,66.17
48069,Castro County,Texas,66.36
48013,Atascosa County,Texas,66.74
6107,Tulare County,California,66.99
48105,Crockett County,Texas,67.04
48103,Crane County,Texas,67.44
48261,Kenedy County,Texas,68.16
48501,Yoakum County,Texas,68.74
35013,Doña Ana County,New Mexico,69.12
12086,Miami-Dade County,Florida,69.12
35029,Luna County,New Mexico,69.37
48109,Culberson County,Texas,69.61
35039,Rio Arriba County,New Mexico,70.96
48371,Pecos County,Texas,70.99
48463,Uvalde County,Texas,72.36
48383,Reagan County,Texas,72.85
48273,Kleberg County,Texas,73.76
48117,Deaf Smith County,Texas,76.87
48389,Reeves County,Texas,77.28
35047,San Miguel County,New Mexico,77.62
48229,Hudspeth County,Texas,79.25
35019,Guadalupe County,New Mexico,79.37
48163,Frio County,Texas,79.98
48249,Jim Wells County,Texas,80.12
35033,Mora County,New Mexico,80.38
4023,Santa Cruz County,Arizona,82.48
48465,Val Verde County,Texas,82.7
48377,Presidio County,Texas,82.91
48141,El Paso County,Texas,82.92
6025,Imperial County,California,86.07
48283,La Salle County,Texas,86.33
48131,Duval County,Texas,87.84
48489,Willacy County,Texas,88.23
48127,Dimmit County,Texas,88.27
48061,Cameron County,Texas,89.85
48047,Brooks County,Texas,90.14
48247,Jim Hogg County,Texas,91.18
48215,Hidalgo County,Texas,92.54
48507,Zavala County,Texas,93.7
48323,Maverick County,Texas,94.85
48505,Zapata County,Texas,95.03
48479,Webb County,Texas,95.29
48427,Starr County,Texas,96.06
US Diabetes Surveillance System; www.cdc.gov/diabetes/data; Division of Diabetes Translation - Centers for Disease Control and Prevention.,,,
